2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,1,INT,primero,111sigef,10,create table 111sigef(primero INT(10) NOT NULL AUTO_INCREMENT PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,1,VARCHAR,segundo,111sigef,20,alter table 111sigef add segundo VARCHAR(20)   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,1,DATE,tercera,111sigef,,alter table 111sigef add tercera DATE   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,VARCHAR,primera,111sigef,10,create table 111sigef(primera VARCHAR(10)   PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,VARCHAR,primera,111sigef,10,create table 111sigef(primera VARCHAR(10)   PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,INT,segundo,111sigef,,alter table 111sigef add segundo INT   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,INT,segundo,111sigef,,alter table 111sigef add segundo INT   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,VARCHAR,primero,111sigef,10,create table 111sigef(primero VARCHAR(10)   PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,VARCHAR,primero,111sigef,10,create table 111sigef(primero VARCHAR(10)   PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,VARCHAR,primero,111sigef,10,create table 111sigef(primero VARCHAR(10)   PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,DATE,segundo,111sigef,,alter table 111sigef add segundo DATE   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,DATE,segundo,111sigef,,alter table 111sigef add segundo DATE   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM ,,2,DATE,segundo,111sigef,,alter table 111sigef add segundo DATE   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM,R,2,VARCHAR,primero,111sigef,10,create table 111sigef(primero VARCHAR(10)   PRIMARY KEY);
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM,R,2,INT,segundo,111sigef,,alter table 111sigef add segundo INT   ;
2016-12-20,J.RODRIGUEZ@GUATEDIREC.COM,R,2,DATE,tercero,111sigef,,alter table 111sigef add tercero DATE   ;
2017-01-09,romalch@gmail.com                                           ,,2,VARCHAR,DESCRIP,cat_prod,250,create table cat_prod(DESCRIP VARCHAR(250) NOT NULL  );
2017-01-09,romalch@gmail.com                                           ,,2,VARCHAR,DESCRIP,cat_prod,250,alter table cat_prod add DESCRIP VARCHAR(250) NOT NULL  ;
2017-01-19,J.RODRIGUEZ@GUATEDIREC.COM                                  ,,1,VARCHAR,CODPRUEBA,prueba,10,create table prueba(CODPRUEBA VARCHAR(10) NOT NULL  PRIMARY KEY);
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,CODORDCOS,tra_ord_cos,10,alter table tra_ord_cos add CODORDCOS VARCHAR(10) NOT NULL  PRIMARY KEY;
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,CODORDCOS,tra_ord_cos,10,alter table tra_ord_cos add CODORDCOS VARCHAR(10) NOT NULL  PRIMARY KEY;
2017-01-19,J.RODRIGUEZ@GUATEDIREC.COM                                  ,,2,VARCHAR,CODPRUEBA,prueba,10,create table prueba(CODPRUEBA VARCHAR(10) NOT NULL  PRIMARY KEY);
2017-01-19,J.RODRIGUEZ@GUATEDIREC.COM                                  ,,2,VARCHAR,CODORDCOS,tra_ord_cos,10,create table tra_ord_cos(CODORDCOS VARCHAR(10) NOT NULL  PRIMARY KEY);
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,CANAL,tra_ord_cos,25,alter table tra_ord_cos add CANAL VARCHAR(25) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,ORDERID,tra_ord_cos,15,alter table tra_ord_cos add ORDERID DECIMAL(15) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DATE,FECHA,tra_ord_cos,,alter table tra_ord_cos add FECHA DATE NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,MASTERSKU,tra_ord_cos,10,alter table tra_ord_cos add MASTERSKU VARCHAR(10) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,CHANNELSKU,tra_ord_cos,10,alter table tra_ord_cos add CHANNELSKU VARCHAR(10) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,PRODNAME,tra_ord_cos,100,alter table tra_ord_cos add PRODNAME VARCHAR(100) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,VARCHAR,ASIN,tra_ord_cos,15,alter table tra_ord_cos add ASIN VARCHAR(15) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,UNITCASE,tra_ord_cos,10,2,alter table tra_ord_cos add UNITCASE DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,QTYUNITS,tra_ord_cos,10,2,alter table tra_ord_cos add QTYUNITS DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,SUBTOTSALE,tra_ord_cos,10,2,alter table tra_ord_cos add SUBTOTSALE DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,EXTRASHIP,tra_ord_cos,10,2,alter table tra_ord_cos add EXTRASHIP DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,GIFTWRAP,tra_ord_cos,10,2,alter table tra_ord_cos add GIFTWRAP DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,TOTALSALE,tra_ord_cos,10,2,alter table tra_ord_cos add TOTALSALE DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,COSTPRICE,tra_ord_cos,10,2,alter table tra_ord_cos add COSTPRICE DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,ORDHANFEE,tra_ord_cos,10,2,alter table tra_ord_cos add ORDHANFEE DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,PICKPACK,tra_ord_cos,10,2,alter table tra_ord_cos add PICKPACK DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,WEIHANFEE,tra_ord_cos,10,2,alter table tra_ord_cos add WEIHANFEE DECIMAL(10,2) NOT NULL  ;
2017-01-19,romalch@gmail.com                                           ,,2,DECIMAL,CHARBACK,tra_ord_cos,10,2,alter table tra_ord_cos add CHARBACK DECIMAL(10,2) NOT NULL  ;
